orden,desde,desde_mes,desde_anio,desde_mes_nombre,vence,estado,situacion_actual,sujeto_obligado,ministerio_orbita,provincia,ingreso,motivo_del_reclamo,resumen,sintesis_de_resolucion,resultado_intimacion,n_expediente,informe_de_cierre
100,28/06/2018,6,2018,Junio,10/08/2018,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2018-30759555-APN-AAIP,NA
101,02/07/2018,7,2018,Julio,14/08/2018,Cerrado,Finalizado,Ecogas,Empresa,Córdoba,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-31286348-APN-AAIP,NA
102,02/07/2018,7,2018,Julio,14/08/2018,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-31241541-APN-DNAIP#AAIP,NA
103,03/07/2018,7,2018,Julio,15/08/2018,Cerrado,Finalizado,AABE,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,NA,EX-2018-31571524-APN-DNAIP#AAIP,NA
104,03/07/2018,7,2018,Julio,15/08/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-31572067-APN-AAIP,NA
105,03/07/2018,7,2018,Julio,15/08/2018,Cerrado,Finalizado,ANAC,Ministerio de Transporte,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-31654953-APN-DNAIP#AAIP,NA
106,03/07/2018,7,2018,Julio,15/08/2018,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-31517812-APN-DNAIP#AAIP,NA
107,05/07/2018,7,2018,Julio,17/08/2018,Cerrado,Finalizado,Instituto Nacional del Agua,Ministerio de Obras Públicas,Buenos Aires,TAD,Silencio,No corresponde,No es SIP,NA,EX-2018-32189303-APN-DNAIP#AAIP,NA
108,05/07/2018,7,2018,Julio,17/08/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32080578-APN-DNAIP#AAIP,NA
109,05/07/2018,7,2018,Julio,17/08/2018,Cerrado,Finalizado,Superintendencia de Servicios de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32028290-APN-DNAIP#AAIP,NA
110,06/07/2018,7,2018,Julio,21/08/2018,Cerrado,Finalizado,Secretaría Legal y Técnica,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Desistimiento,Desistimiento,NA,EX-2018-32371650-APN-AAIP,NA
111,06/07/2018,7,2018,Julio,21/08/2018,Cerrado,Finalizado,Ministerio de Obras Públicas,Ministerio de Obras Públicas,Buenos Aires,TAD,No aplica,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32440709-APN-DNAIP#AAIP,NA
112,06/07/2018,7,2018,Julio,21/08/2018,Cerrado,Finalizado,UNSAM,Universidad,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32276743-APN-AAIP,NA
113,06/07/2018,7,2018,Julio,NA,Cerrado,Finalizado,Superintendencia de Servicios de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por reclamo duplicado,NA,EX-2018-32434587-APN-DNAIP#AAIP,NA
114,07/07/2018,7,2018,Julio,17/08/2018,Cerrado,Finalizado,Instituto Nacional del Agua,Ministerio de Obras Públicas,Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2018-32474551-APN-DNAIP#AAIP,NA
115,08/07/2018,7,2018,Julio,17/08/2018,Cerrado,Finalizado,Instituto Nacional del Agua,Ministerio de Obras Públicas,Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2018-32494046-APN-DNAIP#AAIP,NA
116,10/07/2018,7,2018,Julio,22/08/2018,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32665640-APN-AAIP,NA
117,10/07/2018,7,2018,Julio,22/08/2018,Cerrado,Finalizado,ORSNA,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-32490115-APN-DNAIP#AAIP,NA
118,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33039241-APN-DNAIP#AAIP,NA
119,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33041248-APN-DNAIP#AAIP,NA
120,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33040516- -APN-DNAIP#AAIP,NA
121,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33040018-APN-DNAIP#AAIP,NA
122,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33039670-APN-DNAIP#AAIP,NA
123,11/07/2018,7,2018,Julio,23/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por reclamo duplicado,NA,EX-2018-33040974-APN-DNAIP#AAIP,NA
124,12/07/2018,7,2018,Julio,24/08/2018,Cerrado,Finalizado,Ecogas,Empresa,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33181567- -APN-AAIP,NA
125,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2018-33735013- -APN-AAIP,NA
126,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33399603- -APN-DNAIP#AAIP,NA
127,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33394811- -APN-DNAIP#AAIP,NA
128,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33397221-APN-DNAIP#AAIP,NA
129,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33392970- -APN-DNAIP#AAIP,NA
130,13/07/2018,7,2018,Julio,27/08/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33388928- -APN-DNAIP#AAIP,NA
131,17/07/2018,7,2018,Julio,29/08/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-34076718- -APN-DNAIP#AAIP,NA
132,17/07/2018,7,2018,Julio,29/08/2018,Cerrado,Finalizado,ANAC,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33994164- -APN-DNAIP#AAIP,NA
133,17/07/2018,7,2018,Julio,29/08/2018,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-33908632- -APN-DNAIP#AAIP,NA
134,17/07/2018,7,2018,Julio,29/08/2018,Cerrado,Finalizado,Sistema Federal de Medios y Contenidos Públicos,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por reclamo duplicado,NA,EX-2018-33929681- -APN-DNAIP#AAIP,NA
135,20/07/2018,7,2018,Julio,03/09/2018,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-34979106- -APN-AAIP,NA
136,20/07/2018,7,2018,Julio,03/09/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2018-34807904- -APN-DNAIP#AAIP,NA
137,23/07/2018,7,2018,Julio,04/09/2018,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-34901178- -APN-DNAIP#AAIP,NA
138,24/07/2018,7,2018,Julio,05/09/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2018-35332433- -APN-AAIP,NA
139,24/07/2018,7,2018,Julio,05/09/2018,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,NA,EX-2018-35390486- -APN-DNAIP#AAIP,NA
140,24/07/2018,7,2018,Julio,05/09/2018,Cerrado,Finalizado,OA,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-35313593- -APN-AAIP,NA
141,24/07/2018,7,2018,Julio,05/09/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-35296541- -APN-AAIP,NA
142,24/07/2018,7,2018,Julio,05/09/2018,Cerrado,Finalizado,Superintendencia de Servicios de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,No corresponde,No es SIP,NA,EX-2018-35301375- -APN-AAIP,NA
143,25/07/2018,7,2018,Julio,06/09/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-35485127- -APN-DNAIP#AAIP,NA
144,25/07/2018,7,2018,Julio,06/09/2018,Cerrado,Finalizado,TELAM S.E.,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-35543307- -APN-AAIP,NA
145,26/07/2018,7,2018,Julio,07/09/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-35833699- -APN-AAIP,NA
146,29/07/2018,7,2018,Julio,10/09/2018,Cerrado,Finalizado,Superintendencia de Servicios de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-36093180- -APN-DNAIP#AAIP,NA
147,30/07/2018,7,2018,Julio,11/09/2018,Cerrado,Finalizado,BNA,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,NA,EX-2018-36391651- -APN-DNAIP#AAIP,NA
149,31/07/2018,7,2018,Julio,12/09/2018,Cerrado,Finalizado,Secretaría Legal y Técnica,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2018-36660900- -APN-DNAIP#AAIP,NO-2018-49850493-APN-AAIP
150,31/07/2018,7,2018,Julio,12/09/2018,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-36638481- -APN-DNAIP#AAIP,NA
151,31/07/2018,7,2018,Julio,12/09/2018,Cerrado,Finalizado,YCRT,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-36470814- -APN-AAIP,NA
152,01/08/2018,8,2018,Agosto,12/09/2018,Cerrado,Finalizado,AABE,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2018-36799906- -APN-DNAIP#AAIP,NA
153,01/08/2018,8,2018,Agosto,13/09/2018,Cerrado,Finalizado,INCAA,Ministerio de Cultura,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-36892224- -APN-DNAIP#AAIP,NA
154,02/08/2018,8,2018,Agosto,NA,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Desistimiento,Desistimiento,NA,EX-2018-36974501-APN-DNAIP#AAAIP,NA
155,08/08/2018,8,2018,Agosto,20/09/2018,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2018-38248288- -APN-AAIP,NO-2018-49847521-APN-AAIP
156,08/08/2018,8,2018,Agosto,20/09/2018,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2018-38249418- -APN-AAIP,NA
157,13/08/2018,8,2018,Agosto,25/09/2018,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-39060914- -APN-AAIP,NA
158,14/08/2018,8,2018,Agosto,26/09/2018,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Intimación,Intimación parcial,NA,EX-2018-39224556- -APN-AAIP,NA
159,14/08/2018,8,2018,Agosto,26/09/2018,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,No corresponde,Extemporáneo,NA,EX-2018-39324703- -APN-AAIP,NA
160,16/08/2018,8,2018,Agosto,28/09/2018,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Intimación,Intimación por silencio,NA,EX-2018-39855268- -APN-AAIP,NA
161,17/08/2018,8,2018,Agosto,01/10/2018,Cerrado,Finalizado,UNSAM,Universidad,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40217442- -APN-AAIP,NA
162,18/08/2018,8,2018,Agosto,NA,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,No corresponde,No es SIP,NA,EX-2018-40624537- -APN-DNAIP#AAIP,NA
163,18/08/2018,8,2018,Agosto,NA,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,No corresponde,No es SIP,NA,EX-2018-40273982-APN-DNAIP#AAIP,NA
164,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40549414- -APN-AAIP,NA
165,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40548161- -APN-AAIP,NA
166,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40546775- -APN-AAIP,NA
167,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40532585- -APN-AAIP,NA
168,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40530715- -APN-AAIP,NA
169,21/08/2018,8,2018,Agosto,02/10/2018,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40466910- -APN-DNAIP#AAIP,NA
170,22/08/2018,8,2018,Agosto,03/10/2018,Cerrado,Finalizado,UBA,Universidad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-40851868- -APN-DNAIP#AAIP,NA
171,22/08/2018,8,2018,Agosto,03/10/2018,Cerrado,Finalizado,"Ministerio de Trabajo, Empleo y Seguridad Social","Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,No corresponde,Extemporáneo,NA,EX-2018-40875052- -APN-AAIP,NA
172,23/08/2018,8,2018,Agosto,04/10/2018,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-41171176- -APN-DNAIP#AAIP,NA
173,23/08/2018,8,2018,Agosto,04/10/2018,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Neuquén,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-41090958- -APN-DNAIP#AAIP,NA
174,24/08/2018,8,2018,Agosto,05/10/2018,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-41260358- -APN-DNAIP#AAIP,NA
175,27/08/2018,8,2018,Agosto,08/10/2018,Cerrado,Finalizado,Provincia,Provincia,Buenos Aires,TAD,Silencio,No corresponde,Otra jurisdicción,NA,EX-2018-41613838- -APN-DNAIP#AAIP,NA
176,27/08/2018,8,2018,Agosto,08/10/2018,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Santa Fe,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2018-41509203- -APN-DNAIP#AAIP,NA
177,28/08/2018,8,2018,Agosto,09/10/2018,Cerrado,Finalizado,BCRA,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2018-41918237- -APN-DNAIP#AAIP,NA
178,29/08/2018,8,2018,Agosto,10/10/2018,Cerrado,Finalizado,AABE,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-42179165- -APN-DNAIP#AAIP,NA
179,29/08/2018,8,2018,Agosto,10/10/2018,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Rechazo,Rechazo,NA, EX-2018-40840287- -APN-JGM,NA
180,03/09/2018,9,2018,Septiembre,15/10/2018,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Santiago del Estero,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-43026684- -APN-AAIP,NA
181,04/09/2018,9,2018,Septiembre,17/10/2018,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por reclamo duplicado,NA,EX-2018-43250749- -APN-AAIP,NA
182,04/09/2018,9,2018,Septiembre,17/10/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-43286300- -APN-DNAIP#AAIP,NA
183,06/09/2018,9,2018,Septiembre,19/10/2018,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-43773588- -APN-DNAIP#AAIP,NA
184,07/09/2018,9,2018,Septiembre,22/10/2018,Cerrado,Finalizado,Superintendencia de Riesgos del Trabajo,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-44052151- -APN-AAIP,NA
185,11/09/2018,9,2018,Septiembre,24/10/2018,Cerrado,Finalizado,Dirección Nacional de Vialidad,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-44735559- -APN-AAIP,NA
186,12/09/2018,9,2018,Septiembre,25/10/2018,Cerrado,Finalizado,"Ministerio de Trabajo, Empleo y Seguridad Social","Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2018-45004037- -APN-AAIP,NO-2018-50988082-APN-MECCYT
187,14/09/2018,9,2018,Septiembre,29/10/2018,Cerrado,Finalizado,IEASA,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,PAPEL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-45581164- -APN-AAIP,NA
188,17/09/2018,9,2018,Septiembre,30/10/2018,Cerrado,Finalizado,ENRE,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-45930499- -APN-DNAIP#AAIP,NA
189,17/09/2018,9,2018,Septiembre,30/10/2018,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-45689420- -APN-DNAIP#AAIP,NA
190,17/09/2018,9,2018,Septiembre,30/10/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-45816472- -APN-DNAIP#AAIP,NA
191,18/09/2018,9,2018,Septiembre,31/10/2018,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2018-46024439- -APN-DNAIP#AAIP,NA
